Table,Indicator,Period,Year,Quarter,Value
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Cartões bancários com titular homem (por 10.000 km2),2022Q3,2022,Q3,22364.547980369764
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Cartões bancários com titular homem (por 10.000 km2),2022,2022,,22571.09581312494
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Cartões bancários com titular homem (por 10.000 km2),2023Q1,2023,Q1,25290.043896574716
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Cartões bancários com titular homem (por 10.000 km2),2023Q2,2023,Q2,24596.11198678976
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Cartões bancários com titular homem (por 10.000 km2),2023Q3,2023,Q3,27801.04581050314
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Cartões bancários com titular homem (por 10.000 km2),2023Q4,2023,Q4,25478.583402136654
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Cartões bancários com titular homem (por 10.000 km2),2024Q1,2024,Q1,26302.94728414521
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Cartões bancários com titular homem (por 10.000 km2),2024Q2,2024,Q2,26960.819635217296
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Cartões bancários com titular homem (por 10.000 km2),2024Q3,2024,Q3,24143.56125997648
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Cartões bancários com titular homem (por 10.000 km2),2024Q4,2024,Q4,23905.601841427106
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Cartões bancários com titular homem (por 10.000 km2),2025Q1,2025,Q1,24516.7004428432
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Cartões bancários com titular homem (por 10.000 km2),2025Q2,2025,Q2,25521.84192749381
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Cartões bancários com titular homem (por 10.000 km2),2025Q3,2025,Q3,26248.05474242538
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de débito (por 10,000 km2)",2020Q1,2020,Q1,36480.58055065245
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de débito (por 10,000 km2)",2020Q2,2020,Q2,38267.76785479728
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de débito (por 10,000 km2)",2020Q3,2020,Q3,36091.028160609676
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de débito (por 10,000 km2)",2020,2020,,36375.46145195208
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de débito (por 10,000 km2)",2021Q1,2021,Q1,37119.41394507486
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de débito (por 10,000 km2)",2021Q2,2021,Q2,35908.29881695666
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de débito (por 10,000 km2)",2021Q3,2021,Q3,36573.865463065704
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de débito (por 10,000 km2)",2021,2021,,36628.770583165184
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de débito (por 10,000 km2)",2022Q1,2022,Q1,36066.133836390494
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de débito (por 10,000 km2)",2022Q2,2022,Q2,36015.719702419
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de débito (por 10,000 km2)",2022Q3,2022,Q3,33648.28197888611
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de débito (por 10,000 km2)",2022,2022,,33378.78528207521
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de débito (por 10,000 km2)",2023Q1,2023,Q1,38447.18212512463
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de débito (por 10,000 km2)",2023Q2,2023,Q2,36786.08421526683
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de débito (por 10,000 km2)",2023Q3,2023,Q3,42799.869899171856
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de débito (por 10,000 km2)",2023Q4,2023,Q4,39044.97235357402
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de débito (por 10,000 km2)",2024Q1,2024,Q1,40586.379444069156
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de débito (por 10,000 km2)",2024Q2,2024,Q2,41648.81533188221
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de débito (por 10,000 km2)",2024Q3,2024,Q3,37371.82566489029
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de débito (por 10,000 km2)",2024Q4,2024,Q4,37283.45717931397
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de débito (por 10,000 km2)",2025Q1,2025,Q1,38529.055017638675
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de débito (por 10,000 km2)",2025Q2,2025,Q2,39460.819635217296
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de débito (por 10,000 km2)",2025Q3,2025,Q3,40709.183367109516
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de crédito (por 10,000 km2)",2020Q1,2020,Q1,1550.0657385295335
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de crédito (por 10,000 km2)",2020Q2,2020,Q2,1639.2474658453623
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de crédito (por 10,000 km2)",2020Q3,2020,Q3,1517.9157821258752
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de crédito (por 10,000 km2)",2020,2020,,1552.8804234286868
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de crédito (por 10,000 km2)",2021Q1,2021,Q1,1853.4762609475606
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de crédito (por 10,000 km2)",2021Q2,2021,Q2,1940.4812986080444
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de crédito (por 10,000 km2)",2021Q3,2021,Q3,1938.5548031659575
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de crédito (por 10,000 km2)",2021,2021,,1453.3531653946377
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de crédito (por 10,000 km2)",2022Q1,2022,Q1,1551.141573646543
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de crédito (por 10,000 km2)",2022Q2,2022,Q2,1346.1699644348926
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de crédito (por 10,000 km2)",2022Q3,2022,Q3,1534.7538526781416
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de crédito (por 10,000 km2)",2022,2022,,1469.8034349163538
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de crédito (por 10,000 km2)",2023Q1,2023,Q1,1445.1718146210997
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de crédito (por 10,000 km2)",2023Q2,2023,Q2,1352.0103079886915
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de crédito (por 10,000 km2)",2023Q3,2023,Q3,1555.918336710951
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de crédito (por 10,000 km2)",2023Q4,2023,Q4,1203.1699567164553
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de crédito (por 10,000 km2)",2024Q1,2024,Q1,1352.973554504741
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de crédito (por 10,000 km2)",2024Q2,2024,Q2,1371.587980685031
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de crédito (por 10,000 km2)",2024Q3,2024,Q3,1292.151417348445
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de crédito (por 10,000 km2)",2024Q4,2024,Q4,1274.8379994495735
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de crédito (por 10,000 km2)",2025Q1,2025,Q1,1270.8849358252646
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de crédito (por 10,000 km2)",2025Q2,2025,Q2,1258.6754734919562
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Cartões de crédito (por 10,000 km2)",2025Q3,2025,Q3,1272.173434411669
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agências Bancárias (por 10,000 km2)",2020Q1,2020,Q1,8.49409354011051
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agências Bancárias (por 10,000 km2)",2020Q2,2020,Q2,8.444054697458903
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agências Bancárias (por 10,000 km2)",2020Q3,2020,Q3,8.55664209342502
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agências Bancárias (por 10,000 km2)",2020,2020,,8.55664209342502
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agências Bancárias (por 10,000 km2)",2021Q1,2021,Q1,8.419035276133098
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agências Bancárias (por 10,000 km2)",2021Q2,2021,Q2,8.431544986796
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agências Bancárias (por 10,000 km2)",2021Q3,2021,Q3,9.469850971816873
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agências Bancárias (por 10,000 km2)",2021,2021,,9.432321839828166
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agências Bancárias (por 10,000 km2)",2022Q1,2022,Q1,9.28220531187334
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agências Bancárias (por 10,000 km2)",2022Q2,2022,Q2,9.28220531187334
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agências Bancárias (por 10,000 km2)",2022Q3,2022,Q3,9.307224733199146
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agências Bancárias (por 10,000 km2)",2022,2022,,9.307224733199146
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agências Bancárias (por 10,000 km2)",2023Q1,2023,Q1,9.207147047895928
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agências Bancárias (por 10,000 km2)",2023Q2,2023,Q2,9.044509494858515
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agências Bancárias (por 10,000 km2)",2023Q3,2023,Q3,9.1445870549676
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agências Bancárias (por 10,000 km2)",2023Q4,2023,Q4,9.1445870549676
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agências Bancárias (por 10,000 km2)",2024Q1,2024,Q1,9.1445870549676
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agências Bancárias (por 10,000 km2)",2024Q2,2024,Q2,9.1445870549676
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agências Bancárias (por 10,000 km2)",2024Q3,2024,Q3,9.1445870549676
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agências Bancárias (por 10,000 km2)",2024Q4,2024,Q4,9.169606444994871
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agências Bancárias (por 10,000 km2)",2025Q1,2025,Q1,9.1445870549676
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agências Bancárias (por 10,000 km2)",2025Q2,2025,Q2,9.1445870549676
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agências Bancárias (por 10,000 km2)",2025Q3,2025,Q3,9.119567664940329
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2020Q1,2020,Q1,1269.7516930022573
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2020Q2,2020,Q2,1269.7516930022573
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2020Q3,2020,Q3,1286.6817155756207
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2020,2020,,1272.5733634311512
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2021Q1,2021,Q1,1241.5349887133182
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2021Q2,2021,Q2,1255.6433408577877
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2021Q3,2021,Q3,1154.0632054176072
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2021,2021,,1379.7968397291197
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2022Q1,2022,Q1,1376.9751693002258
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2022Q2,2022,Q2,1379.7968397291197
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2022Q3,2022,Q3,1385.4401805869074
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2022,2022,,1385.4401805869074
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2023Q1,2023,Q1,1365.6884875846501
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2023Q2,2023,Q2,1308.8857545839212
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2023Q3,2023,Q3,1328.6318758815232
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2023Q4,2023,Q4,1334.2736248236952
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2024Q1,2024,Q1,1331.4527503526094
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2024Q2,2024,Q2,1331.4527503526094
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2024Q3,2024,Q3,1331.4527503526094
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2024Q4,2024,Q4,1331.4527503526094
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2025Q1,2025,Q1,1331.4527503526094
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2025Q2,2025,Q2,1331.4527503526094
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2025Q3,2025,Q3,1325.811001410437
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2020Q1,2020,Q1,2.877480884856786
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2020Q2,2020,Q2,2.827219210012126
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2020Q3,2020,Q3,2.864915466145621
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2020,2020,,2.927742559701446
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2021Q1,2021,Q1,2.927742559701446
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2021Q2,2021,Q2,2.877480884856786
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2021Q3,2021,Q3,4.372765711485421
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2021,2021,,3.3298359584587254
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2022Q1,2022,Q1,3.1916163526359105
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2022Q2,2022,Q2,3.1790509339247457
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2022Q3,2022,Q3,3.1790509339247457
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2022,2022,,3.1790509339247457
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2023Q1,2023,Q1,3.166485515213581
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2023Q2,2023,Q2,3.2544393568524166
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2023Q3,2023,Q3,3.2670047597746272
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2023Q4,2023,Q4,3.2418739539302064
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2024Q1,2024,Q1,3.2544393568524166
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2024Q2,2024,Q2,3.2544393568524166
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2024Q3,2024,Q3,3.2544393568524166
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2024Q4,2024,Q4,3.279570162696837
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2025Q1,2025,Q1,3.2544393568524166
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2025Q2,2025,Q2,3.2544393568524166
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2025Q3,2025,Q3,3.2544393568524166
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agentes Bancários (por 10,000 km2)",2020Q1,2020,Q1,12.784924297485924
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agentes Bancários (por 10,000 km2)",2020Q2,2020,Q2,12.784924297485924
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agentes Bancários (por 10,000 km2)",2020Q3,2020,Q3,12.872492272126237
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agentes Bancários (por 10,000 km2)",2020,2020,,16.8505802629291
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agentes Bancários (por 10,000 km2)",2021Q1,2021,Q1,16.97567736955812
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agentes Bancários (por 10,000 km2)",2021Q2,2021,Q2,17.08826476552424
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agentes Bancários (por 10,000 km2)",2021Q3,2021,Q3,17.00069679088392
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agentes Bancários (por 10,000 km2)",2021,2021,,13.748172018529385
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agentes Bancários (por 10,000 km2)",2022Q1,2022,Q1,14.361147841011586
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agentes Bancários (por 10,000 km2)",2022Q2,2022,Q2,28.046771306226457
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agentes Bancários (por 10,000 km2)",2022Q3,2022,Q3,28.046771306226457
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agentes Bancários (por 10,000 km2)",2022,2022,,28.046771306226457
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agentes Bancários (por 10,000 km2)",2023Q1,2023,Q1,23.505746335593003
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agentes Bancários (por 10,000 km2)",2023Q2,2023,Q2,20.040531411844178
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agentes Bancários (por 10,000 km2)",2023Q3,2023,Q3,12.547224098676475
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agentes Bancários (por 10,000 km2)",2023Q4,2023,Q4,12.547224098676475
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agentes Bancários (por 10,000 km2)",2024Q1,2024,Q1,12.759888913908279
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agentes Bancários (por 10,000 km2)",2024Q2,2024,Q2,12.759888913908279
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agentes Bancários (por 10,000 km2)",2024Q3,2024,Q3,12.759888913908279
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agentes Bancários (por 10,000 km2)",2024Q4,2024,Q4,12.759888913908279
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agentes Bancários (por 10,000 km2)",2025Q1,2025,Q1,12.759888913908279
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agentes Bancários (por 10,000 km2)",2025Q2,2025,Q2,12.759888913908279
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,"Agentes Bancários (por 10,000 km2)",2025Q3,2025,Q3,3.7529085040906702
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2020Q1,2020,Q1,2378.668171557562
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2020Q2,2020,Q2,2378.668171557562
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2020Q3,2020,Q3,2322.7990970654632
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2020,2020,,2748.306997742664
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2021Q1,2021,Q1,2768.7101677333294
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2021Q2,2021,Q2,2816.027088036117
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2021Q3,2021,Q3,2514.10835214447
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2021,2021,,2271.4446952595936
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2022Q1,2022,Q1,2040.0677200902933
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2022Q2,2022,Q2,4373.589164785553
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2022Q3,2022,Q3,4373.589164785553
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2022,2022,,4373.589164785553
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2023Q1,2023,Q1,3651.2415349887133
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2023Q2,2023,Q2,3125.5289139633287
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2023Q3,2023,Q3,1813.8222849083215
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2023Q4,2023,Q4,1811.0014104372353
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2024Q1,2024,Q1,1850.49365303244
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2024Q2,2024,Q2,1850.49365303244
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2024Q3,2024,Q3,1850.49365303244
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2024Q4,2024,Q4,1833.5684062059238
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2025Q1,2025,Q1,1850.49365303244
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2025Q2,2025,Q2,1850.49365303244
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Urbano (por 10.000 km2),2025Q3,2025,Q3,558.5331452750353
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2020Q1,2020,Q1,2.2492099492985353
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2020Q2,2020,Q2,2.2492099492985353
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2020Q3,2020,Q3,2.5859631707577573
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2020,2020,,4.686901179264546
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2021Q1,2021,Q1,4.721696288242011
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2021Q2,2021,Q2,4.624074085708721
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2021Q3,2021,Q3,5.880615956825221
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2021,2021,,3.694233101082511
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2022Q1,2022,Q1,5.340302952245126
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2022Q2,2022,Q2,8.695269748126183
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2022Q3,2022,Q3,8.695269748126183
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2022,2022,,8.695269748126183
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2023Q1,2023,Q1,7.350769946031527
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2023Q2,2023,Q2,6.207309043571791
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2023Q3,2023,Q3,4.5235450519956375
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2023Q4,2023,Q4,4.536110454917847
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2024Q1,2024,Q1,4.573806663684478
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2024Q2,2024,Q2,4.573806663684478
TABELA 1: INDICADORES DE ACESSO GEOGRÁFICO,Rural (por 10.000 km2),2024Q3,2024,Q3,4.573806663684478
